ID	MVH_search_im_1	MVH_search_im_2	MVH_search_im_3	MVH_search_im_1_lp	MVH_search_im_2_lp	MVH_search_im_3_lp	MVH_search_im_1_lp_ex	MVH_search_im_2_lp_ex	MVH_search_im_3_lp_ex	MVH_search_im_1_lp_nwords	MVH_search_im_2_lp_nwords	MVH_search_im_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_im_1_lp_len	MVH_search_im_2_lp_len	MVH_search_im_3_lp_len	im_len_min	im_len_max	im_len_mean	total	immigrant	buitenlander	gelukszoeker	statushouder	allochtoon	vluchteling	expat	asielzoeker	immigrant_1	buitenlander_1	gelukszoeker_1	statushouder_1	allochtoon_1	vluchteling_1	expat_1	asielzoeker_1	immigrant_3	buitenlander_3	gelukszoeker_3	statushouder_3	allochtoon_3	vluchteling_3	expat_3	asielzoeker_3	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	base_voteTK2017	base_voteTK2017_14_TEXT	MVH_att_im_1	MVH_att_im_2	MVH_att_im_3	MVH_att_importance_1	VVD	PVV	CDA	D66	GroenLinks	SP	PvdA	ChristenUnie	PvdD	50Plus	SGP	DENK	FvD	Andere_partij	Blank	I_do_not_know_yet	I_do_not_want_to_say	base_voteInt_18	base_voteInt_14_TEXT	att_im_mean	sum_parties	opl_3cat	ADMISSION_1	AZC_1	CAUSES_1	CRIME_1	CULTURE_RELIGION_1	Comments_1	DEBATE_1	ECONOMY_1	EFFECTIVE_1	FINANCIAL_SUPPORT_1	HOUSING_1	INTEGRATION_1	LANGUAGE_1	NEWS_1	ORIGIN_1	POLITICS_1	PROBLEMS_1	QUESTION_1	RACISM_1	SPECIFIC_1	STATISTICS_1	VALID_1	search query_1	ADMISSION_2	AZC_2	CAUSES_2	CRIME_2	CULTURE_RELIGION_2	Comments_2	DEBATE_2	ECONOMY_2	EFFECTIVE_2	FINANCIAL_SUPPORT_2	HOUSING_2	INTEGRATION_2	LANGUAGE_2	NEWS_2	ORIGIN_2	POLITICS_2	PROBLEMS_2	QUESTION_2	RACISM_2	SPECIFIC_2	STATISTICS_2	VALID_2	search query_2	ADMISSION_3	AZC_3	CAUSES_3	CRIME_3	CULTURE_RELIGION_3	Comments_3	DEBATE_3	ECONOMY_3	EFFECTIVE_3	FINANCIAL_SUPPORT_3	HOUSING_3	INTEGRATION_3	LANGUAGE_3	NEWS_3	ORIGIN_3	POLITICS_3	PROBLEMS_3	QUESTION_3	RACISM_3	SPECIFIC_3	STATISTICS_3	VALID_3	search query_3	total_valid	ADMISSION	AZC	CAUSES	CRIME	CULTURE_RELIGION	DEBATE	ECONOMY	EFFECTIVE	FINANCIAL_SUPPORT	HOUSING	INTEGRATION	LANGUAGE	NEWS	ORIGIN	POLITICS	PROBLEMS	QUESTION	RACISM	SPECIFIC	STATISTICS	VALID
493	Forum immigratie	Immigratie problemen	Immigratie oplossingen	forum immigratie	immigratie problemen	immigratie oplossingen	forum immigratie	immigratie problemen	immigratie oplossingen	2	2	2	2	2	2.0	16	20	22	16	22	19.333333333333332	forum immigratie immigratie problemen immigratie oplossingen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	2	6	7	3.0	9.0	5		3	3	4	4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.3333333333333335	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	forum immigratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	immigratie problemen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	immigratie oplossingen	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1
494	Vluchtelingen	Discriminatie	Allegtonen	vluchtelingen	discriminatie	allegtonen	vluchtelingen	discriminatie	allegtonen	1	1	1	1	1	1.0	13	13	10	10	13	12.0	vluchtelingen discriminatie allegtonen	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52	1	4	12	4.0	1.0	3		3	2	2	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			2.3333333333333335	1.0	2									1.0				0.0					0.0		0.0		1.0	vluchtelingen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	discriminatie									1.0				0.0					0.0		0.0		1.0	allegtonen	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
495	Vluchtelingen	Opvang vluchtelingen	Immigranten	vluchtelingen	opvang vluchtelingen	immigranten	vluchtelingen	opvang vluchtelingen	immigranten	1	2	1	1	2	1.3333333333333333	13	20	11	11	20	14.666666666666666	vluchtelingen opvang vluchtelingen immigranten	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	21	2	5	8	1.0	6.0	16		6	7	7	3	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			6.666666666666667	2.0	2									1.0				0.0					0.0		0.0		1.0	vluchtelingen	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	opvang vluchtelingen									1.0				0.0					0.0		0.0		1.0	immigranten	3.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
496	Onderdak voor vluchtelingen	Woning voor asielzoekers	Refugees inburgeringscursus en onderdak	onderdak voor vluchtelingen	woning voor asielzoekers	refugees inburgeringscursus en onderdak	onderdak voor vluchtelingen	woning voor asielzoekers	refugees inburgeringscursus en onderdak	3	3	4	3	4	3.3333333333333335	27	24	39	24	39	30.0	onderdak voor vluchtelingen woning voor asielzoekers refugees inburgeringscursus en onderdak	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	59	1	2	5	2.0	6.0	8		6	5	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.666666666666667	1.0	1	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	onderdak voor vluchtelingen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	woning voor asielzoekers	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	refugees inburgeringscursus en onderdak	3.0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1
497	Nu	Asielzoeker	Nieuws	nu	asielzoeker	nieuws	nu	asielzoeker	nieuws	1	1	1	1	1	1.0	2	11	6	2	11	6.333333333333333	nu asielzoeker nieuws	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2	4	6	2.0	0.0	6		5	5	5	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0			5.0	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	nu									1.0				0.0					0.0		0.0		1.0	asielzoeker	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	nieuws	3.0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1
498	huisvesting	verblijfsvergunning	werk	huisvesting	verblijfsvergunning	werk	huisvesting	verblijfsvergunning	werk	1	1	1	1	1	1.0	11	19	4	4	19	11.333333333333334	huisvesting verblijfsvergunning werk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	2	2	8	7.0	1.0	3		3	4	3	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.3333333333333335	1.0	1	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	huisvesting	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	verblijfsvergunning	0.0	0.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	werk	3.0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1
499	Hoeveel asielzoekers jaarlijks	Instroom inwoners NL	Oorzaak groei inwoners nederland	hoeveel asielzoekers jaarlijks	instroom inwoners nl	oorzaak groei inwoners nederland	hoeveel asielzoekers jaarlijks	instroom inwoners nl	oorzaak groei inwoners nederland	3	3	4	3	4	3.3333333333333335	30	20	32	20	32	27.333333333333332	hoeveel asielzoekers jaarlijks instroom inwoners nl oorzaak groei inwoners nederland	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	55	1	7	4	1.0	9.0	5		5	6	6	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.666666666666667	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	hoeveel asielzoekers jaarlijks	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	instroom inwoners nl	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	oorzaak groei inwoners nederland	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1
500	waarom vestigt men zich in nederland?	wat maakt nederland aantrekkelijk voor buitenlanders?	waarom zou je in nederland willen wonen?	waarom vestigt men zich in nederland	wat maakt nederland aantrekkelijk voor buitenlanders	waarom zou je in nederland willen wonen	waarom vestigt men zich in nederland	wat maakt nederland aantrekkelijk voor buitenlanders	waarom zou je in nederland willen wonen	6	6	7	6	7	6.333333333333333	36	52	39	36	52	42.333333333333336	waarom vestigt men zich in nederland wat maakt nederland aantrekkelijk voor buitenlanders waarom zou je in nederland willen wonen	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	2	4	12	5.0	0.0	16		1	1	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			1.0	0.0	2	0.0	0.0	1.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	waarom vestigt men zich in nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	wat maakt nederland aantrekkelijk voor buitenlanders	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	waarom zou je in nederland willen wonen	3.0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
501	Buitenlanders in NL	Vluchtelingen	Asielzoekers	buitenlanders in nl	vluchtelingen	asielzoekers	buitenlanders in nl	vluchtelingen	asielzoekers	3	1	1	1	3	1.6666666666666667	19	13	12	12	19	14.666666666666666	buitenlanders in nl vluchtelingen asielzoekers	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	2	5	12	3.0	6.0	2		1	5	1	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			2.3333333333333335	1.0	2									1.0				0.0					0.0		0.0		1.0	buitenlanders in nl									1.0				0.0					0.0		0.0		1.0	vluchtelingen									1.0				0.0					0.0		0.0		1.0	asielzoekers	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
502	Immigratie en huisvesting	Pegida	40000 daklozen	immigratie en huisvesting	pegida	40000 daklozen	immigratie en huisvesting	pegida	40000 daklozen	3	1	2	1	3	2.0	25	6	14	6	25	15.0	immigratie en huisvesting pegida 40000 daklozen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1	5	10	3.0	4.0	17		4	4	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			3.3333333333333335	0.0	2	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	immigratie en huisvesting	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	pegida																						0.0	40000 daklozen	2.0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1
503	asielzoekers	vreemdelingen	weet niet	asielzoekers	vreemdelingen	weet niet	asielzoekers	vreemdelingen	weet	1	1	2	1	2	1.3333333333333333	12	13	9	9	13	11.333333333333334	asielzoekers vreemdelingen weet niet	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	1	7	10	5.0	7.0	5		6	6	6	4	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			6.0	3.0	3									1.0				0.0					0.0		0.0		1.0	asielzoekers									0.0				0.0					0.0		0.0		1.0	vreemdelingen																						0.0		2.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
504	Asiel	Immigratie	Inburgering	asiel	immigratie	inburgering	asiel	immigratie	inburgering	1	1	1	1	1	1.0	5	10	11	5	11	8.666666666666666	asiel immigratie inburgering	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	2	7	6	7.0	7.0	3		1	3	1	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			1.6666666666666667	0.0	3									1.0				0.0					0.0		0.0		1.0	asiel									1.0				0.0					0.0		0.0		1.0	immigratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgering	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
505	Immigratie nederland	Migratie-achtergrond	Instroom nuitenlandets	immigratie nederland	migratieachtergrond	instroom nuitenlandets	immigratie nederland	migratieachtergrond	instroom nuitenlandets	2	1	2	1	2	1.6666666666666667	20	19	22	19	22	20.333333333333332	immigratie nederland migratieachtergrond instroom nuitenlandets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	1	7	12	7.0	7.0	8		6	6	7	3	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0			6.333333333333333	3.0	3									1.0				0.0					0.0		0.0		1.0	immigratie nederland									1.0				0.0					0.0		0.0		1.0	migratieachtergrond	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	instroom nuitenlandets	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1
506	Minderheden	Integratie	Discriminatie	minderheden	integratie	discriminatie	minderheden	integratie	discriminatie	1	1	1	1	1	1.0	11	10	13	10	13	11.333333333333334	minderheden integratie discriminatie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	1	6	2	6.0	6.0	1		3	4	4	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.6666666666666665	1.0	3									1.0				0.0					0.0		0.0		1.0	minderheden	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	integratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	discriminatie	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1
507	Immigratie	Allochtonen	Immigratie wereldwijd	immigratie	allochtonen	immigratie wereldwijd	immigratie	allochtonen	immigratie wereldwijd	1	1	2	1	2	1.3333333333333333	10	11	21	10	21	14.0	immigratie allochtonen immigratie wereldwijd	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	2	6	11	6.0	6.0	6		2	4	5	4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0			3.6666666666666665	2.0	3									1.0				0.0					0.0		0.0		1.0	immigratie									1.0				0.0					0.0		0.0		1.0	allochtonen	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	immigratie wereldwijd	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
508	corona en in nederland wonende buitenlanders	hoe reageren in nederland wonende  buitenlanders	wat denken nederlanders over in nederland wonende buitenlnders	corona en in nederland wonende buitenlanders	hoe reageren in nederland wonende  buitenlanders	wat denken nederlanders over in nederland wonende buitenlnders	corona en in nederland wonende buitenlanders	hoe reageren in nederland wonende buitenlanders	wat denken nederlanders over in nederland wonende buitenlnders	6	6	8	6	8	6.666666666666667	44	48	62	44	62	51.333333333333336	corona en in nederland wonende buitenlanders hoe reageren in nederland wonende  buitenlanders wat denken nederlanders over in nederland wonende buitenlnders	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	56	1	6	8	8.0	7.0	1		5	5	5	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.0	1.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	corona en in nederland wonende buitenlanders	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	hoe reageren in nederland wonende  buitenlanders	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	wat denken nederlanders over in nederland wonende buitenlnders	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1
509	Immigratie	Inburgeren	Nieuwe nederlanders	immigratie	inburgeren	nieuwe nederlanders	immigratie	inburgeren	nieuwe nederlanders	1	1	2	1	2	1.3333333333333333	10	10	19	10	19	13.0	immigratie inburgeren nieuwe nederlanders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	2	6	8	4.0	7.0	4		3	3	3	4	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.0	2.0	3									1.0				0.0					0.0		0.0		1.0	immigratie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgeren									1.0				0.0					0.0		0.0		1.0	nieuwe nederlanders	3.0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
510	Immigratiewet	Dubbel paspoort	Voorwaarden werkvisum	immigratiewet	dubbel paspoort	voorwaarden werkvisum	immigratiewet	dubbel paspoort	voorwaarden werkvisum	1	2	2	1	2	1.6666666666666667	13	15	21	13	21	16.333333333333332	immigratiewet dubbel paspoort voorwaarden werkvisum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	2	6	7	2.0	9.0	5		4	4	6	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			4.666666666666667	1.0	3	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	immigratiewet	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	dubbel paspoort	1.0	0.0	0.0	0.0	0.0		0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	voorwaarden werkvisum	3.0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1
512	Oorlog	Emotie	Achtergrond	oorlog	emotie	achtergrond	oorlog	emotie	achtergrond	1	1	1	1	1	1.0	6	6	11	6	11	7.666666666666667	oorlog emotie achtergrond	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	1	5	8	4.0	6.0	2		2	2	4	1	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			2.6666666666666665	2.0	2	0.0	0.0	1.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	oorlog	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	emotie	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	achtergrond	3.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
513	Vluchtelingen	Asielzoekers	Opvangcentra	vluchtelingen	asielzoekers	opvangcentra	vluchtelingen	asielzoekers	opvangcentra	1	1	1	1	1	1.0	13	12	12	12	13	12.333333333333334	vluchtelingen asielzoekers opvangcentra	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65	1	6	11	0.0	6.0	7		5	5	6	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			5.333333333333333	1.0	3									1.0				0.0					0.0		0.0		1.0	vluchtelingen									1.0				0.0					0.0		0.0		1.0	asielzoekers	0.0	1.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	opvangcentra	3.0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
514	Vreemdelingen beleid	Inburgering syriers	Voedselbank polen	vreemdelingen beleid	inburgering syriers	voedselbank polen	vreemdelingen beleid	inburgering syriers	voedselbank polen	2	2	2	2	2	2.0	20	19	17	17	20	18.666666666666668	vreemdelingen beleid inburgering syriers voedselbank polen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	2	6	8	3.0	3.0	4		7	7	7	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0			7.0	0.0	3	1.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	vreemdelingen beleid	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	inburgering syriers	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	voedselbank polen	3.0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1
515	Cijfers asielzoekers nederland	Huisvesting asielzoekers nederland	Wat voor asielzoekers?	cijfers asielzoekers nederland	huisvesting asielzoekers nederland	wat voor asielzoekers	cijfers asielzoekers nederland	huisvesting asielzoekers nederland	wat voor asielzoekers	3	3	3	3	3	3.0	30	34	21	21	34	28.333333333333332	cijfers asielzoekers nederland huisvesting asielzoekers nederland wat voor asielzoekers	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	27	2	6	7	4.0	10.0	7		3	2	4	4	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			3.0	2.0	3	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	cijfers asielzoekers nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	huisvesting asielzoekers nederland	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	wat voor asielzoekers	3.0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1
