ID	MVH_search_cc_1	MVH_search_cc_2	MVH_search_cc_3	MVH_search_cc_1_lp	MVH_search_cc_2_lp	MVH_search_cc_3_lp	MVH_search_cc_1_lp_nwords	MVH_search_cc_2_lp_nwords	MVH_search_cc_3_lp_nwords	im_nwords_min	im_nwords_max	im_nwords_mean	MVH_search_cc_1_lp_len	MVH_search_cc_2_lp_len	MVH_search_cc_3_lp_len	im_len_min	im_len_max	im_len_mean	total	base_lft	base_gender	base_opl	base_regio	base_polar	base_intpol	MVH_att_cc_1	MVH_att_cc_2	MVH_att_importance_2	att_cc_mean	opl_3cat	ACTIVISME_1	CO2_1	Comments_1	DISCUSSIE_1	EFFECTIEF_1	ENERGIE_1	GELDIG_1	GEVOLG_1	INDIVIDUEEL_GEDRAG_1	INDUSTRIE_1	INFO_OPLOSSINGEN_1	INFO_STATUS_QUO_1	MILIEU_1	ONGECATEGORISEERD_1	OORZAKEN_1	POLITIEK_BELEID_1	SCEPTICI_1	SCEPTICI_PERSONEN_1	SPECIFIEK_1	STIKSTOF_1	TAAL_1	VERVOER_1	VOEDSELINDUSTRIE_1	VRAAG_1	search query_1	ACTIVISME_2	CO2_2	Comments_2	DISCUSSIE_2	EFFECTIEF_2	ENERGIE_2	GELDIG_2	GEVOLG_2	INDIVIDUEEL_GEDRAG_2	INDUSTRIE_2	INFO_OPLOSSINGEN_2	INFO_STATUS_QUO_2	MILIEU_2	ONGECATEGORISEERD_2	OORZAKEN_2	POLITIEK_BELEID_2	SCEPTICI_2	SCEPTICI_PERSONEN_2	SPECIFIEK_2	STIKSTOF_2	TAAL_2	VERVOER_2	VOEDSELINDUSTRIE_2	VRAAG_2	search query_2	ACTIVISME_3	CO2_3	Comments_3	DISCUSSIE_3	EFFECTIEF_3	ENERGIE_3	GELDIG_3	GEVOLG_3	INDIVIDUEEL_GEDRAG_3	INDUSTRIE_3	INFO_OPLOSSINGEN_3	INFO_STATUS_QUO_3	MILIEU_3	ONGECATEGORISEERD_3	OORZAKEN_3	POLITIEK_BELEID_3	SCEPTICI_3	SCEPTICI_PERSONEN_3	SPECIFIEK_3	STIKSTOF_3	TAAL_3	VERVOER_3	VOEDSELINDUSTRIE_3	VRAAG_3	search query_3	total_valid	ACTIVISME	CO2	DISCUSSIE	EFFECTIEF	ENERGIE	GELDIG	GEVOLG	INDIVIDUEEL_GEDRAG	INDUSTRIE	INFO_OPLOSSINGEN	INFO_STATUS_QUO	MILIEU	ONGECATEGORISEERD	OORZAKEN	POLITIEK_BELEID	SCEPTICI	SCEPTICI_PERSONEN	SPECIFIEK	STIKSTOF	TAAL	VERVOER	VOEDSELINDUSTRIE	VRAAG
1038	zonne-energie	klimaatverandering	groene energie	zonneenergie	klimaatverandering	groene energie	1	1	2	1	2	1.3333333333333333	12	18	14	12	18	14.666666666666666	zonneenergie klimaatverandering groene energie	53	2	6	12	3.0	6.0	3	6	4	4.5	3	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zonneenergie					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groene energie	3.0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1039	klimaat en samenleving	dieren en klimaat	klimaat en vroeger	klimaat en samenleving	dieren en klimaat	klimaat en vroeger	3	3	3	3	3	3.0	22	17	18	17	22	19.0	klimaat en samenleving dieren en klimaat klimaat en vroeger	67	2	1	6	5.0	5.0	7	7	5	7.0	1	0.0	0.0		1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat en samenleving	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	dieren en klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat en vroeger	3.0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
1040	leefklimaat	overheid	opwarming aarde	leefklimaat	overheid	opwarming aarde	1	1	2	1	2	1.3333333333333333	11	8	15	8	15	11.333333333333334	leefklimaat overheid opwarming aarde	53	2	4	8	0.0	10.0	4	2	5	3.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	leefklimaat	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	overheid	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	3.0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
1041	Klimaat problemen	Verbetering klimaat	Wat kan ik doen aan klimaatverandering	klimaat problemen	verbetering klimaat	wat kan ik doen aan klimaatverandering	2	2	6	2	6	3.3333333333333335	17	19	38	17	38	24.666666666666668	klimaat problemen verbetering klimaat wat kan ik doen aan klimaatverandering	39	2	6	9		6.0	5	4	4	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat problemen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	verbetering klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat kan ik doen aan klimaatverandering	3.0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
1042	klimaatverandering	hoe stopt klimaatverandering	klimaat discussie	klimaatverandering	hoe stopt klimaatverandering	klimaat discussie	1	3	2	1	3	2.0	18	28	17	17	28	21.0	klimaatverandering hoe stopt klimaatverandering klimaat discussie	20	1	5	4	3.0	4.0	7	7	5	7.0	2					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	hoe stopt klimaatverandering	0.0	0.0		1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat discussie	3.0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
1043	klimaat verandering	extreem weer	hitte	klimaat verandering	extreem weer	hitte	2	2	1	1	2	1.6666666666666667	19	12	5	5	19	12.0	klimaat verandering extreem weer hitte	61	2	4	7	5.0	2.0	5	4	3	4.5	2					1.0		1.0												0.0		0.0			0.0	klimaat verandering	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	extreem weer	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	hitte	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1044	klimaat	zeespiegel	temperatuur	klimaat	zeespiegel	temperatuur	1	1	1	1	1	1.0	7	10	11	7	11	9.333333333333334	klimaat zeespiegel temperatuur	65	2	4	8	4.0	6.0	7	6	5	6.5	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zeespiegel	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temperatuur	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1045	Klimaat nl	Problemen klimaat	Oplossingen klimaatverandering	klimaat nl	problemen klimaat	oplossingen klimaatverandering	2	2	2	2	2	2.0	10	17	30	10	30	19.0	klimaat nl problemen klimaat oplossingen klimaatverandering	42	2	4	7	8.0	0.0	5	5	4	5.0	2					1.0		1.0												0.0		0.0			0.0	klimaat nl	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	problemen klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	oplossingen klimaatverandering	3.0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
1046	klimaat verandering	klimaat maatregels	klimaat	klimaat verandering	klimaat maatregels	klimaat	2	2	1	1	2	1.6666666666666667	19	18	7	7	19	14.666666666666666	klimaat verandering klimaat maatregels klimaat	41	2	4	8		1.0	5	1	5	3.0	2					1.0		1.0												0.0		0.0			0.0	klimaat verandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat maatregels					1.0		1.0												0.0		0.0			0.0	klimaat	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1047	klimaat neutraal	regels warmtepompen	Temperatuur over 50 jaar op aarde	klimaat neutraal	regels warmtepompen	temperatuur over 50 jaar op aarde	2	2	6	2	6	3.3333333333333335	16	19	33	16	33	22.666666666666668	klimaat neutraal regels warmtepompen temperatuur over 50 jaar op aarde	51	2	4	6	7.0	6.0	3	2	3	2.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat neutraal	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	regels warmtepompen	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temperatuur over 50 jaar op aarde	3.0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1048	Klimaatverandering	Klimaat akkoord	Klimaat maatregelen	klimaatverandering	klimaat akkoord	klimaat maatregelen	1	2	2	1	2	1.6666666666666667	18	15	19	15	19	17.333333333333332	klimaatverandering klimaat akkoord klimaat maatregelen	53	2	6	6	5.0	3.0	4	3	3	3.5	3					1.0		1.0												0.0		0.0			0.0	klimaatverandering	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat akkoord	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat maatregelen	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1049	Opwarming aarde	gevolgen	Maatregelen	opwarming aarde	gevolgen	maatregelen	2	1	1	1	2	1.3333333333333333	15	8	11	8	15	11.333333333333334	opwarming aarde gevolgen maatregelen	42	1	7	7	4.0	7.0	6	4	3	5.0	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	gevolgen	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	maatregelen	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1050	zonnepanelen den haag	zeespiegel nederland dijken	klimaatverandering verwachting nederland	zonnepanelen den haag	zeespiegel nederland dijken	klimaatverandering verwachting nederland	3	3	3	3	3	3.0	21	27	40	21	40	29.333333333333332	zonnepanelen den haag zeespiegel nederland dijken klimaatverandering verwachting nederland	49	1	7	12	6.0	9.0	6	2	3	4.0	3	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zonnepanelen den haag	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zeespiegel nederland dijken	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatverandering verwachting nederland	3.0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1051	energietransitie subsidie	groene daken	zonnepanelen	energietransitie subsidie	groene daken	zonnepanelen	2	2	1	1	2	1.6666666666666667	25	12	12	12	25	16.333333333333332	energietransitie subsidie groene daken zonnepanelen	66	1	7	8	4.0	9.0	6	6	4	6.0	3	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	energietransitie subsidie	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groene daken	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zonnepanelen	3.0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1053	Klimaat	Milieu	Energie	klimaat	milieu	energie	1	1	1	1	1	1.0	7	6	7	6	7	6.666666666666667	klimaat milieu energie	53	1	6	4	7.0	6.0	3	4	3	3.5	3					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	milieu	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	energie	3.0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1054	zonnepanelen	windmolens	stikstof	zonnepanelen	windmolens	stikstof	1	1	1	1	1	1.0	12	10	8	8	12	10.0	zonnepanelen windmolens stikstof	60	2	5	3	5.0	7.0	4	5	4	4.5	2	0.0	0.0		0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	zonnepanelen	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	windmolens	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	stikstof	3.0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
1056	Duurzaamheid	Groene energie	Klimaat verandering	duurzaamheid	groene energie	klimaat verandering	1	2	2	1	2	1.6666666666666667	12	14	19	12	19	15.0	duurzaamheid groene energie klimaat verandering	63	2	5	8	4.0	5.0	6	6	5	6.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	duurzaamheid	0.0	0.0		0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groene energie					1.0		1.0												0.0		0.0			0.0	klimaat verandering	3.0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1057	Het klimaat	Politiek	Klimaat en politiek	het klimaat	politiek	klimaat en politiek	2	1	3	1	3	2.0	11	8	19	8	19	12.666666666666666	het klimaat politiek klimaat en politiek	23	2	4	10	7.0	3.0	3	3	3	3.0	2					1.0		1.0												0.0		0.0			0.0	het klimaat	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat en politiek	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1058	CO2 ontwikkelingen in Nederland	Klimaatverdrag Frankrijk, hoe staat het er mee?	Plastic vervuiling in onze rivieren	co2 ontwikkelingen in nederland	klimaatverdrag frankrijk hoe staat het er mee	plastic vervuiling in onze rivieren	4	7	5	4	7	5.333333333333333	31	45	35	31	45	37.0	co2 ontwikkelingen in nederland klimaatverdrag frankrijk hoe staat het er mee plastic vervuiling in onze rivieren	57	1	4	4	6.0	6.0	7	6	4	6.5	2	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 ontwikkelingen in nederland	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	klimaatverdrag frankrijk hoe staat het er mee	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	plastic vervuiling in onze rivieren	3.0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1
1059	how is north pole	water level	is climate change real	how is north pole	water level	is climate change real	4	2	4	2	4	3.3333333333333335	17	11	22	11	22	16.666666666666668	how is north pole water level is climate change real	27	2	6	7	6.0	6.0	4	5	3	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	how is north pole	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	water level	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	is climate change real	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
1060	politiek in de samenleving	wat wordt het weer morgen	klimaat doelen	politiek in de samenleving	wat wordt het weer morgen	klimaat doelen	4	5	2	2	5	3.6666666666666665	26	25	14	14	26	21.666666666666668	politiek in de samenleving wat wordt het weer morgen klimaat doelen	55	1	4	8	3.0	2.0	7	6	5	6.5	2	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek in de samenleving	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	wat wordt het weer morgen	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaat doelen	3.0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
1061	Milieu vervuiling	Stijging zeespiegel	Milieu politiek	milieu vervuiling	stijging zeespiegel	milieu politiek	2	2	2	2	2	2.0	17	19	15	15	19	17.0	milieu vervuiling stijging zeespiegel milieu politiek	67	1	4	9	3.0	6.0	7	6	5	6.5	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	milieu vervuiling	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	stijging zeespiegel	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	milieu politiek	3.0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
1062	Ontbossing	co2 uitstoot	opwarming aarde	ontbossing	co2 uitstoot	opwarming aarde	1	2	2	1	2	1.6666666666666667	10	12	15	10	15	12.333333333333334	ontbossing co2 uitstoot opwarming aarde	66	1	4	11	8.0	4.0	6	4	4	5.0	2	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	ontbossing	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 uitstoot	0.0	0.0		0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	opwarming aarde	3.0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1063	Temperatuur	Orkaan	Het Weer	temperatuur	orkaan	het weer	1	1	2	1	2	1.3333333333333333	11	6	8	6	11	8.333333333333334	temperatuur orkaan het weer	62	1	3	9	10.0	9.0	1	1	1	1.0	2	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	temperatuur	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	orkaan	0.0	0.0		0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	het weer	3.0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1065	Klimaat	Klimaatbeleid	Natuur	klimaat	klimaatbeleid	natuur	1	1	1	1	1	1.0	7	13	6	6	13	8.666666666666666	klimaat klimaatbeleid natuur	41	1	4	9	7.0	6.0	4	1	4	2.5	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatbeleid	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	natuur	3.0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
1066	"""klimaatakkoord parijs"""	"""natuur 2000"""	nos.nl	klimaatakkoord parijs	natuur 2000	nosnl	2	2	1	1	2	1.6666666666666667	21	11	5	5	21	12.333333333333334	klimaatakkoord parijs natuur 2000 nosnl	45	1	6	5	3.0	7.0	7	2	5	4.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	klimaatakkoord parijs	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	natuur 2000	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	nosnl	3.0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
1067	Klimaat	Politiek	Partijen	klimaat	politiek	partijen	1	1	1	1	1	1.0	7	8	8	7	8	7.666666666666667	klimaat politiek partijen	61	1	4	7	4.0	5.0	7	6	3	6.5	2					1.0		1.0												0.0		0.0			0.0	klimaat	0.0	0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	politiek	0.0	0.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	partijen	3.0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
1069	groen leven	co2 uitstoot	klimaat	groen leven	co2 uitstoot	klimaat	2	2	1	1	2	1.6666666666666667	11	12	7	7	12	10.0	groen leven co2 uitstoot klimaat	37	1	6	9	10.0	3.0	2	3	3	2.5	3	0.0	0.0		0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	groen leven	0.0	1.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	co2 uitstoot					1.0		1.0												0.0		0.0			0.0	klimaat	3.0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
